INSTITUCION OFERTANTE,PROFESION,SEDE DE ADJUDICACION,N° PLAZAS,DIRESA GERESA DIRIS,INSTITUCION,DEPARTAMENTO,PROVINCIA,DISTRITO,GRADO DE DIFICULTAD,CODIGO RENIPRESS,NOMBRE DE ESTABLECIMIENTO,CATEGORIA,PRESUPUESTO,ZAF (*),ZE (**)
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,SAN MARTIN,SAUCE,GD-4,00006380,SAUCE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,SAN MARTIN,SHAPAJA,GD-2,00006375,SHAPAJA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,TOCACHE,NUEVO PROGRESO,GD-3,00006590,PUESTO DE SALUD MADRE MIA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,TOCACHE,NUEVO PROGRESO,GD-3,00006589,PUESTO DE SALUD RIO UCHIZA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,TOCACHE,POLVORA,GD-3,00006597,CENTRO DE SALUD NUEVO HORIZONTE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,TOCACHE,SHUNTE,GD-3,00006586,PUESTO DE SALUD SHUNTE,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,TOCACHE,TOCACHE,GD-2,00006594,NUEVO BAMBAMARCA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,SAN MARTIN,GOBIERNO REGIONAL,SAN MARTIN,TOCACHE,TOCACHE,GD-2,00006582,PUSHURUMBO,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,CANDARAVE,CANDARAVE,GD-4,00002874,CENTRO DE SALUD CANDARAVE,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,CANDARAVE,CANDARAVE,GD-5,00002876,PUESTO DE SALUD HUAYTIRI,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,CANDARAVE,CANDARAVE,GD-5,00002877,PUESTO DE SALUD SANTA CRUZ,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,CANDARAVE,QUILAHUANI,GD-5,00002880,PUESTO DE SALUD QUILAHUANI,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,JORGE BASADRE,ITE,GD-3,00002900,ITE,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,JORGE BASADRE,LOCUMBA,GD-3,00002913,PUESTO DE SALUD LOCUMBA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,JORGE BASADRE,LOCUMBA,GD-3,00030609,PUESTO DE SALUD PAMPA SITANA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TACNA,INCLAN,GD-3,00002915,PUESTO DE SALUD CORUCA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TACNA,INCLAN,GD-3,00002914,PUESTO DE SALUD INCLAN,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TACNA,PACHIA,GD-3,00002893,PUESTO DE SALUD PACHIA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TACNA,PALCA,GD-5,00002867,CENTRO DE SALUD ALTO PERU,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TACNA,PALCA,GD-5,00002865,PUESTO DE SALUD RIO KAÑO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TACNA,PALCA,GD-5,00002898,PUESTO DE SALUD VILAVILANI,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TACNA,SAMA,GD-2,00002916,PUESTO DE SALUD LAS YARAS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TARATA,ESTIQUE,GD-4,00002927,PUESTO DE SALUD TALABAYA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TACNA,GOBIERNO REGIONAL,TACNA,TARATA,ESTIQUE PAMPA,GD-4,00002928,PUESTO DE SALUD ESTIQUE PAMPA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,CONTRALMIRAN TE VILLAR,CANOAS DE PUNTA SAL,GD-2,00001905,BARRANCOS.,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,CONTRALMIRAN TE VILLAR,CANOAS DE PUNTA SAL,GD-2,00001902,CANCAS,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,CONTRALMIRAN TE VILLAR,CASITAS,GD-2,00001899,LA CHOZA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,CONTRALMIRAN TE VILLAR,CASITAS,GD-2,00001898,TRIGAL,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,CONTRALMIRAN TE VILLAR,ZORRITOS,GD-1,00001903,ACAPULCO.,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,CONTRALMIRAN TE VILLAR,ZORRITOS,GD-1,00001904,BOCAPAN.,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,CONTRALMIRAN TE VILLAR,ZORRITOS,GD-1,00001901,GRAU,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,CORRALES,GD-2,00001868,MALVAL,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,CORRALES,GD-2,00001867,SAN ISIDRO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,LA CRUZ,GD-1,00001869,CLAS LA CRUZ,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,PAMPAS DE HOSPITAL,GD-1,00001877,CRUZ BLANCA.,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,PAMPAS DE HOSPITAL,GD-2,00001878,EL LIMON,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,PAMPAS DE HOSPITAL,GD-1,00001875,PAMPAS DE HOSPITAL,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,SAN JACINTO,GD-1,00001873,CASA BLANQUEADA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,SAN JACINTO,GD-1,00001870,SAN JACINTO,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,SAN JACINTO,GD-1,00001872,VAQUERIA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,GD-2,00001880,CERRO BLANCO,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,GD-2,00001879,CLAS SAN JUAN DE LA VIRGEN,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,GD-2,00001881,GARBANZAL,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,TUMBES,TUMBES,GD-1,00001883,PUERTO PIZARRO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,2,TUMBES,GOBIERNO REGIONAL,TUMBES,ZARUMILLA,AGUAS VERDES,GD-1,00001885,CLAS AGUAS VERDES,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,ZARUMILLA,AGUAS VERDES,GD-1,00001887,POCITOS,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,2,TUMBES,GOBIERNO REGIONAL,TUMBES,ZARUMILLA,MATAPALO,GD-2,00001890,C.S MATAPALO,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,ZARUMILLA,PAPAYAL,GD-1,00001891,C.S. PAPAYAL,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,ZARUMILLA,PAPAYAL,GD-1,00001892,LA PALMA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,TUMBES,GOBIERNO REGIONAL,TUMBES,ZARUMILLA,PAPAYAL,GD-1,00001893,UÑA DE GATO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,ATALAYA,RAIMONDI,GD-4,00005512,MAPALCA,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,ATALAYA,RAIMONDI,GD-4,00005505,PUESTO DE SALUD OBENTENI,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,ATALAYA,SEPAHUA,GD-4,00005523,SEPAHUA,I-3,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,ATALAYA,TAHUANIA,GD-4,00005519,SEMPAYA,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,ATALAYA,YURUA,GD-4,00005513,BREU,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,CALLERIA,GD-3,00005461,TACSHITEA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,GD-2,00005436,LA VICTORIA,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,GD-2,00005431,SANTA ROSA KM. 50 CFB,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,MANANTAY,GD-3,00005451,NUEVO SAN JUAN,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,MASISEA,GD-4,00005479,BELLA FLOR,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,MASISEA,GD-4,00005475,CAIMITO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,MASISEA,GD-4,00005474,JUNIN PABLO,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,MASISEA,GD-4,00010764,NUEVO PARAISO,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,MASISEA,GD-4,00005472,SANTA ROSA DE MASISEA,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,GD-1,00005443,NUEVA REQUENA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,GD-1,00005446,NUEVO PIURA,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,YARINACOCHA,GD-3,00005536,ESPERANZA DE PANAILLO,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,YARINACOCHA,GD-3,00005546,MARISCAL SUCRE,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,CORONEL PORTILLO,YARINACOCHA,GD-2,00005538,SAN FRANCISCO DE YARINACOCHA,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,GD-3,00005416,VON HUMBOLTD,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,CURIMANA,GD-2,00005424,BELLO HORIZONTE,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,CURIMANA,GD-2,00005422,CURIMANA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,CURIMANA,GD-2,00005423,LAS MALVINAS.,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,IRAZOLA,GD-4,00010765,PUERTO NUEVO,I-1,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,IRAZOLA,GD-3,00005408,SAN JUAN KM. 130,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,NESHUYA,GD-2,00005415,MONTE ALEGRE- NESHUYA,I-3,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,NESHUYA,GD-2,00005418,MONTE DE LOS OLIVOS,I-2,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,NESHUYA,GD-2,00005417,SAN JUAN KM. 71,I-1,NACIONAL,NO,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PADRE ABAD,PADRE ABAD,GD-2,00005407,COMUNIDAD NATIVA DE PUERTO AZUL,I-2,NACIONAL,SI,NO
MINSA,MEDICINA,SEDE CENTRAL,1,UCAYALI,GOBIERNO REGIONAL,UCAYALI,PURUS,PURUS,GD-4,00005532,SAN BERNARDO,I-1,NACIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,GD-5,00002847,P.S. CHOJATA,I-2,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,GD-5,00002849,P.S. OYO OYO,I-1,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,GD-3,00002839,P.S. LA CAPILLA,I-1,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,GD-3,00002843,C.S. PUQUINA,I-3,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,GD-4,00002845,P.S. SANTA ROSA,I-1,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,GD-5,00002861,P.S. QUINSACHATA,I-1,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,GD-5,00002862,P.S. YUNGA,I-2,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,2,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,ILO,EL ALGARROBAL,GD-2,00002816,P.S. EL ALGARROBAL,I-1,REGIONAL,NO,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,MARISCAL NIETO,CARUMAS,GD-4,00002808,P.S. CAMBRUNE,I-2,REGIONAL,NO,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,MARISCAL NIETO,CARUMAS,GD-5,00002852,P.S. PASTO GRANDE,I-1,REGIONAL,SI,NO
MOQUEGUA,MEDICINA,SEDE CENTRAL,1,MOQUEGUA,GOBIERNO REGIONAL,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,GD-5,00002815,P.S. SAN CRISTOBAL,I-2,REGIONAL,SI,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,GD-5,00000993,CHACAYAN,I-2,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,GD-5,00001216,PILLAO,I-2,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,OXAPAMPA,CONSTITUCION,GD-5,00001126,CENTRO YARINA,I-2,REGIONAL,SI,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,OXAPAMPA,CONSTITUCION,GD-5,00001132,FLOR DE UN DIA,I-1,REGIONAL,SI,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,OXAPAMPA,HUANCABAMBA,GD-4,00001074,MALLAMPAMPA,I-2,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,OXAPAMPA,OXAPAMPA,GD-3,00001085,CHURUMAZU,I-2,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,OXAPAMPA,PALCAZU,GD-5,00001096,SAN CRISTOBAL,I-2,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,OXAPAMPA,POZUZO,GD-4,00001103,SANTA VIRGINIA,I-2,REGIONAL,SI,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,OXAPAMPA,PUERTO BERMUDEZ,GD-4,00001162,SAN PABLO,I-2,REGIONAL,SI,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,PASCO,CHAUPIMARCA,GD-3,00001010,TUPAC AMARU,I-3,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,PASCO,CHAUPIMARCA,GD-4,00001009,ULIACHIN,I-3,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,PASCO,HUACHON,GD-5,00001047,HUACHON,I-3,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,PASCO,HUARIACA,GD-4,00001027,CHINCHAN,I-1,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,PASCO,PAUCARTAMBO,GD-5,00001109,CHUPACA,I-2,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,PASCO,TINYAHUARCO,GD-4,00001065,VILLA DE PASCO,I-2,REGIONAL,NO,NO
PASCO,MEDICINA,SEDE CENTRAL,1,PASCO,GOBIERNO REGIONAL,PASCO,PASCO,VICCO,GD-4,00001071,VICCO,I-2,REGIONAL,NO,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,AYABACA,GD-5,00001920,PUESTO DE SALUD ESPINDOLA,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,AYABACA,GD-5,00001917,PUESTO DE SALUD YANCHALA,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,FRIAS,GD-5,00002205,E.S. ARENALES,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,LAGUNAS,GD-5,00001967,PUESTO DE SALUD SALVIA,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,LAGUNAS,GD-5,00001968,PUESTO DE SALUD SAN JUAN DE LAGUNAS,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,PACAIPAMPA,GD-5,00002212,P.S CUMBICUS,I-1,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,PACAIPAMPA,GD-5,00002210,P.S EL PUERTO,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,PACAIPAMPA,GD-5,00002209,P.S NANGAY MATALACAS,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,AYABACA,SICCHEZ,GD-4,00001974,CENTRO DE SALUD SICCHEZ,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,HUANCABAMBA,CANCHAQUE,GD-3,00002236,P.S LOS RANCHOS,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,GD-5,00002258,E.S. I-2 TALANEO,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,HUANCABAMBA,HUANCABAMBA,GD-5,00002253,P.S HUANCACARPA BAJO,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,HUANCABAMBA,HUARMACA,GD-5,00002280,P.S SUCCHIRCA,I-2,REGIONAL,SI,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,PIURA,CASTILLA,GD-2,00002108,E.S. LA OBRILLA,I-1,REGIONAL,NO,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,PIURA,CATACAOS,GD-3,00002121,E.S. NARIHUALA,I-2,REGIONAL,NO,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,PIURA,LAS LOMAS,GD-4,00001934,PUESTO DE SALUD CHIPILLICO,I-2,REGIONAL,NO,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,PIURA,TAMBO GRANDE,GD-4,00002000,PUESTO SALUD LA RITA,I-2,REGIONAL,NO,NO
PIURA,MEDICINA,SEDE CENTRAL,1,PIURA,GOBIERNO REGIONAL,PIURA,SECHURA,VICE,GD-3,00002151,E.S. VICE,I-3,REGIONAL,NO,NO
PUNO,MEDICINA,SEDE CENTRAL,1,PUNO,GOBIERNO REGIONAL,PUNO,AZANGARO,ASILLO,GD-5,00002940,PROGRESO,I-3,REGIONAL,SI,NO
PUNO,MEDICINA,SEDE CENTRAL,1,PUNO,GOBIERNO REGIONAL,PUNO,AZANGARO,AZANGARO,GD-5,00002942,PUESTO DE SALUD HANAJQUIA,I-2,REGIONAL,SI,NO
